Součet hodnot: Kapacita,Kolo,KKOV,Kraj,Město,Součet hodnot: Nepřijati - nedostačující kapacita,Součet hodnot: Nepřijati - nesplnění podmínek,Součet hodnot: Nepřijati - přijati na vyšší prioritu,Obor,Okres,Součet hodnot: Přihlášeni,Součet hodnot: Přihlášeni - priorita 1,Součet hodnot: Přihlášeni - priorita 2,Součet hodnot: Přihlášeni - priorita 3,Součet hodnot: Přijati,Součet hodnot: Přijati - priorita 1,Součet hodnot: Přijati - priorita 2,Součet hodnot: Přijati - priorita 3,Součet hodnot: REDIZO,Rok,SMO16,Škola,Zaměření,Zřizovatel
4,1,82-51-H/01,Kraj Vysočina,Světlá nad Sázavou,0,1,2,"Umělecký kovář a zámečník, pasíř",Havlíčkův Brod,7,5,2,0,4,4,0,0,600170730,2024,UVL,"Akademie Světlá nad Sázavou, střední škola a vyšší odborná škola, Sázavská 547, Světlá nad Sázavou","",veřejné / státní
4,1,82-51-H/01,Kraj Vysočina,Světlá nad Sázavou,0,1,1,"Umělecký kovář a zámečník, pasíř",Havlíčkův Brod,3,1,0,1,1,1,0,0,600170730,2025,UVL,"Akademie Světlá n. S., SŠ a VOŠ",,veřejné / státní
7,1,82-51-H/01,Kraj Vysočina,Třebíč,0,0,1,"Umělecký kovář a zámečník, pasíř",Třebíč,6,5,1,0,5,5,0,0,610250574,2024,UVL,"Střední průmyslová škola Třebíč, Manž. Curieových 734, Třebíč","",veřejné / státní
7,1,82-51-H/01,Kraj Vysočina,Třebíč,0,0,3,"Umělecký kovář a zámečník, pasíř",Třebíč,4,1,2,1,1,1,0,0,610250574,2025,UVL,Střední průmyslová škola Třebíč,,veřejné / státní
7,1,82-51-H/01,Královéhradecký,Hradec Králové,0,0,3,"Umělecký kovář a zámečník, pasíř",Hradec Králové,5,2,2,0,2,2,0,0,600011828,2024,UVL,"SPŠ, SOŠ a SOU, Hradební 1029, Hradec Králové","",veřejné / státní
7,1,82-51-H/01,Královéhradecký,Hradec Králové,0,6,0,"Umělecký kovář a zámečník, pasíř",Hradec Králové,8,4,2,2,2,2,0,0,600011828,2025,UVL,"SPŠ, SOŠ a SOU",,veřejné / státní
14,1,82-51-H/01,Královéhradecký,Jaroměř,0,0,2,"Umělecký kovář a zámečník, pasíř",Náchod,6,3,1,1,4,3,0,0,600012158,2024,UVL,"Střední škola řemeslná, Studničkova 260, Jaroměř","",veřejné / státní
14,1,82-51-H/01,Královéhradecký,Jaroměř,0,2,4,"Umělecký kovář a zámečník, pasíř",Náchod,15,9,3,3,9,9,0,0,600012158,2025,UVL,Střední škola řemeslná,,veřejné / státní
15,1,82-51-H/01,Olomoucký,Jeseník,0,0,0,"Umělecký kovář a zámečník, pasíř",Jeseník,5,5,0,0,5,5,0,0,600018318,2024,UVL,"SŠ gastronomie, farmářství a služeb, U Jatek 916, Jeseník","",veřejné / státní
15,1,82-51-H/01,Olomoucký,Jeseník,0,0,0,"Umělecký kovář a zámečník, pasíř",Jeseník,5,4,0,1,5,4,0,1,600018318,2025,UVL,"SŠ gastronomie, farmářství a služeb",,veřejné / státní
14,1,82-51-H/01,Olomoucký,Olomouc,0,0,2,"Umělecký kovář a zámečník, pasíř",Olomouc,10,8,2,0,8,8,0,0,600017125,2024,UVL,"Střední škola zemědělská a zahradnická, U Hradiska 7, Olomouc","",veřejné / státní
14,1,82-51-H/01,Olomoucký,Olomouc,0,0,8,"Umělecký kovář a zámečník, pasíř",Olomouc,19,9,5,3,11,9,1,1,600017125,2025,UVL,Střední škola zemědělská a zahradnická,,veřejné / státní
7,1,82-51-H/01,Pardubický,Rybitví,0,0,1,"Umělecký kovář a zámečník, pasíř",Pardubice,7,6,0,0,6,6,0,0,600170853,2024,UVL,"SPŠ stavební Pardubice, Sokolovská 150, Rybitví",Umělecký kovář a zámečník,veřejné / státní
7,1,82-51-H/01,Pardubický,Rybitví,0,0,5,"Umělecký kovář a zámečník, pasíř",Pardubice,8,1,2,4,3,1,0,1,600170853,2025,UVL,SPŠ stavební Pardubice,Umělecký kovář a zámečník 82-51-H/01,veřejné / státní
24,1,82-51-H/01,Plzeňský,Oselce,0,0,2,"Umělecký kovář a zámečník, pasíř",Plzeň-jih,3,1,2,0,1,1,0,0,600009769,2024,UVL,"Střední škola a Základní škola, Oselce 1","",veřejné / státní
24,1,82-51-H/01,Plzeňský,Oselce,0,0,5,"Umělecký kovář a zámečník, pasíř",Plzeň-jih,9,3,4,2,4,3,1,0,600009769,2025,UVL,Střední škola a Základní škola,,veřejné / státní
7,1,82-51-H/01,Středočeský,Příbram,0,0,2,"Umělecký kovář a zámečník, pasíř",Příbram,3,0,3,0,1,0,1,0,610451251,2024,UVL,"Waldorfská škola Příbram - MŠ, ZŠ a SŠ, Hornická 327, Příbram","",veřejné / státní
7,1,82-51-H/01,Středočeský,Příbram,0,1,5,"Umělecký kovář a zámečník, pasíř",Příbram,7,1,4,0,1,0,1,0,610451251,2025,UVL,"Waldorfská škola Příbram - MŠ, ZŠ a SŠ",,veřejné / státní
7,1,82-51-H/02,Hlavní město Praha,Praha,0,0,3,Umělecký truhlář a řezbář,Praha,9,5,3,0,4,4,0,0,600006379,2024,UVL,"SOŠ uměleckořemeslná s.r.o., Podkovářská 797, Praha",Truhlář,soukromé
7,1,82-51-H/02,Hlavní město Praha,Praha,0,2,2,Umělecký truhlář a řezbář,Praha,9,4,3,0,5,4,1,0,600005640,2024,UVL,"Střední škola a VOŠ umělecká a řemeslná, Nový Zlíchov 1063, Praha",Umělecké řezbářství a restaurování,veřejné / státní
8,1,82-51-H/02,Hlavní město Praha,Praha,0,1,0,Umělecký truhlář a řezbář,Praha,1,0,0,1,0,0,0,0,600005640,2024,UVL,"Střední škola a VOŠ umělecká a řemeslná, Nový Zlíchov 1063, Praha",Umělecké řezbářství a restaurování (zkrácené denní studium),veřejné / státní
14,1,82-51-H/02,Hlavní město Praha,Praha,0,7,4,Umělecký truhlář a řezbář,Praha,14,4,3,1,3,3,0,0,600005640,2024,UVL,"Střední škola a VOŠ umělecká a řemeslná, Nový Zlíchov 1063, Praha",Umělecké truhlářství a restaurování,veřejné / státní
8,1,82-51-H/02,Hlavní město Praha,Praha,1,7,0,Umělecký truhlář a řezbář,Praha,16,13,2,1,8,8,0,0,600005640,2024,UVL,"Střední škola a VOŠ umělecká a řemeslná, Nový Zlíchov 1063, Praha",Umělecké truhlářství a restaurování (zkrácené denní studium),veřejné / státní
7,1,82-51-H/02,Hlavní město Praha,Praha,0,6,5,Umělecký truhlář a řezbář,Praha,15,5,4,4,4,2,2,0,600006379,2025,UVL,SOŠ uměleckořemeslná s.r.o.,Truhlář,soukromé
7,1,82-51-H/02,Hlavní město Praha,Praha,0,5,11,Umělecký truhlář a řezbář,Praha,19,2,9,2,3,1,2,0,600005640,2025,UVL,Střední škola a VOŠ umělecká a řemeslná,Umělecké řezbářství a restaurování,veřejné / státní
7,1,82-51-H/02,Hlavní město Praha,Praha,1,2,2,Umělecký truhlář a řezbář,Praha,12,7,5,0,7,7,0,0,600005640,2025,UVL,Střední škola a VOŠ umělecká a řemeslná,Umělecké řezbářství a restaurování (zkrácené denní studium),veřejné / státní
14,1,82-51-H/02,Hlavní město Praha,Praha,0,3,9,Umělecký truhlář a řezbář,Praha,20,5,9,5,8,5,2,1,600005640,2025,UVL,Střední škola a VOŠ umělecká a řemeslná,Umělecké truhlářství a restaurování,veřejné / státní
7,1,82-51-H/02,Hlavní město Praha,Praha,0,1,3,Umělecký truhlář a řezbář,Praha,6,3,3,0,2,2,0,0,600005640,2025,UVL,Střední škola a VOŠ umělecká a řemeslná,Umělecké truhlářství a restaurování (zkrácené denní studium),veřejné / státní
18,1,82-51-H/02,Jihomoravský,Brno,0,0,7,Umělecký truhlář a řezbář,Brno-město,11,4,3,1,3,3,0,0,600013847,2024,UVL,"SŠ stavebních řemesel, Pražská 636, Brno",Umělecký truhlář,veřejné / státní
24,1,82-51-H/02,Jihomoravský,Brno,0,4,12,Umělecký truhlář a řezbář,Brno-město,16,2,6,3,0,0,0,0,600013847,2025,UVL,SŠ stavebních řemesel,,veřejné / státní
2,1,82-51-H/02,Kraj Vysočina,Světlá nad Sázavou,2,1,2,Umělecký truhlář a řezbář,Havlíčkův Brod,7,3,3,0,2,1,1,0,600170730,2024,UVL,"Akademie Světlá nad Sázavou, střední škola a vyšší odborná škola, Sázavská 547, Světlá nad Sázavou","",veřejné / státní
2,1,82-51-H/02,Kraj Vysočina,Světlá nad Sázavou,1,1,2,Umělecký truhlář a řezbář,Havlíčkův Brod,6,1,3,1,2,0,2,0,600170730,2025,UVL,"Akademie Světlá n. S., SŠ a VOŠ",,veřejné / státní
2,1,82-51-H/02,Královéhradecký,Hradec Králové,0,0,4,Umělecký truhlář a řezbář,Hradec Králové,5,1,1,3,1,1,0,0,600024016,2024,UVL,"VOŠ, SŠ, ZŠ a MŠ, Štefánikova 549, Hradec Králové",Umělecký truhlář,veřejné / státní
7,1,82-51-H/02,Středočeský,Příbram,0,5,2,Umělecký truhlář a řezbář,Příbram,14,6,3,1,7,5,2,0,610451251,2024,UVL,"Waldorfská škola Příbram - MŠ, ZŠ a SŠ, Hornická 327, Příbram","",veřejné / státní
6,1,82-51-H/02,Středočeský,Příbram,0,6,5,Umělecký truhlář a řezbář,Příbram,16,6,4,2,5,4,1,0,610451251,2025,UVL,"Waldorfská škola Příbram - MŠ, ZŠ a SŠ",,veřejné / státní
7,1,82-51-H/02,Ústecký,Litvínov,0,0,4,Umělecký truhlář a řezbář,Most,7,2,3,0,3,2,1,0,600170667,2024,UVL,"Střední odborná škola, Mládežnická 236, Litvínov","",veřejné / státní
7,1,82-51-H/02,Ústecký,Litvínov,0,0,9,Umělecký truhlář a řezbář,Most,14,5,4,4,5,5,0,0,600170667,2025,UVL,Střední odborná škola,,veřejné / státní
14,1,82-51-H/02,Zlínský,Bystřice pod Hostýnem,0,0,7,Umělecký truhlář a řezbář,Kroměříž,14,7,6,1,7,7,0,0,600015068,2024,UVL,"SŠ nábytk.a obch. Bystřice pod Hostýnem, Holešovská 394, Bystřice pod Hostýnem","",veřejné / státní
14,1,82-51-H/02,Zlínský,Bystřice pod Hostýnem,0,2,5,Umělecký truhlář a řezbář,Kroměříž,10,5,4,0,3,3,0,0,600015068,2025,UVL,SŠ nábytk.a obch. Bystřice pod Hostýnem,,veřejné / státní
12,1,82-51-H/03,Hlavní město Praha,Praha,6,5,12,Zlatník a klenotník,Praha,35,19,11,1,12,10,1,0,600006379,2024,UVL,"SOŠ uměleckořemeslná s.r.o., Podkovářská 797, Praha","",soukromé
5,1,82-51-H/03,Hlavní město Praha,Praha,0,7,0,Zlatník a klenotník,Praha,12,12,0,0,5,5,0,0,600006328,2024,UVL,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o., Českobrodská 362, Praha","",soukromé
25,1,82-51-H/03,Hlavní město Praha,Praha,0,8,8,Zlatník a klenotník,Praha,37,18,9,1,20,18,1,1,600170063,2024,UVL,"Střední odborná škola - COP a Gymnázium, Poděbradská 179, Praha","",veřejné / státní
18,1,82-51-H/03,Hlavní město Praha,Praha,0,15,11,Zlatník a klenotník,Praha,44,18,19,3,18,13,4,0,600006379,2025,UVL,SOŠ uměleckořemeslná s.r.o.,,soukromé
5,1,82-51-H/03,Hlavní město Praha,Praha,6,0,1,Zlatník a klenotník,Praha,12,11,1,0,5,5,0,0,600006328,2025,UVL,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.",zkrácené jednoleté studium,soukromé
25,1,82-51-H/03,Hlavní město Praha,Praha,15,33,19,Zlatník a klenotník,Praha,92,37,24,21,25,22,1,2,600170063,2025,UVL,Střední odborná škola - COP a Gymnázium,,veřejné / státní
6,1,82-51-H/03,Kraj Vysočina,Světlá nad Sázavou,0,2,5,Zlatník a klenotník,Havlíčkův Brod,12,5,6,0,5,5,0,0,600170730,2024,UVL,"Akademie Světlá nad Sázavou, střední škola a vyšší odborná škola, Sázavská 547, Světlá nad Sázavou","",veřejné / státní
6,1,82-51-H/03,Kraj Vysočina,Světlá nad Sázavou,4,0,9,Zlatník a klenotník,Havlíčkův Brod,19,8,5,3,6,6,0,0,600170730,2025,UVL,"Akademie Světlá n. S., SŠ a VOŠ",,veřejné / státní
8,1,82-51-H/03,Liberecký,Jablonec nad Nisou,12,0,6,Zlatník a klenotník,Jablonec nad Nisou,26,19,2,2,8,8,0,0,600010481,2024,UVL,"SŠ řem.a služ.,příspěvková organizace, Smetanova 4265, Jablonec nad Nisou",Zlatník - Klenotník,veřejné / státní
16,1,82-51-H/03,Liberecký,Jablonec nad Nisou,0,1,20,Zlatník a klenotník,Jablonec nad Nisou,36,11,13,10,15,11,4,0,600010481,2025,UVL,"SŠ řem.a služ.,příspěvková organizace",,veřejné / státní
10,1,82-51-H/04,Hlavní město Praha,Praha,0,2,1,Umělecký keramik,Praha,8,3,4,0,4,2,2,0,600006379,2024,UVL,"SOŠ uměleckořemeslná s.r.o., Podkovářská 797, Praha","",soukromé
8,1,82-51-H/04,Hlavní město Praha,Praha,0,1,7,Umělecký keramik,Praha,15,7,3,2,7,6,1,0,600006379,2025,UVL,SOŠ uměleckořemeslná s.r.o.,,soukromé
7,1,82-51-H/04,Jihomoravský,Letovice,4,3,3,Umělecký keramik,Blansko,17,9,6,1,7,6,1,0,600013359,2024,UVL,"Masarykova střední škola, Tyršova 500, Letovice","",veřejné / státní
7,1,82-51-H/04,Jihomoravský,Letovice,1,12,4,Umělecký keramik,Blansko,24,11,4,3,7,7,0,0,600013359,2025,UVL,Masarykova střední škola,,veřejné / státní
3,1,82-51-H/04,Kraj Vysočina,Světlá nad Sázavou,0,0,3,Umělecký keramik,Havlíčkův Brod,5,2,1,0,2,2,0,0,600170730,2024,UVL,"Akademie Světlá nad Sázavou, střední škola a vyšší odborná škola, Sázavská 547, Světlá nad Sázavou","",veřejné / státní
4,1,82-51-H/04,Kraj Vysočina,Světlá nad Sázavou,0,0,5,Umělecký keramik,Havlíčkův Brod,8,2,5,0,3,2,1,0,600170730,2025,UVL,"Akademie Světlá n. S., SŠ a VOŠ",,veřejné / státní
7,1,82-51-H/04,Královéhradecký,Jaroměř,0,2,2,Umělecký keramik,Náchod,10,6,1,0,5,5,0,0,600012158,2024,UVL,"Střední škola řemeslná, Studničkova 260, Jaroměř","",veřejné / státní
7,1,82-51-H/04,Královéhradecký,Jaroměř,0,1,6,Umělecký keramik,Náchod,11,4,4,1,4,3,1,0,600012158,2025,UVL,Střední škola řemeslná,,veřejné / státní
2,1,82-51-H/05,Hlavní město Praha,Praha,6,0,6,Vlásenkář a maskér,Praha,14,6,7,1,2,2,0,0,600006531,2024,UVL,"Gymn. bří Čapků a První české soukr. SOU, Trhanovské náměstí 129, Praha","",soukromé
20,1,82-51-H/05,Hlavní město Praha,Praha,6,10,9,Vlásenkář a maskér,Praha,45,28,7,2,20,20,0,0,600005321,2024,UVL,"Metropolitní odbor. umělec. SŠ, Táborská 350, Praha","",soukromé
24,1,82-51-H/05,Hlavní město Praha,Praha,0,11,5,Vlásenkář a maskér,Praha,36,21,7,3,19,17,2,0,600006379,2024,UVL,"SOŠ uměleckořemeslná s.r.o., Podkovářská 797, Praha","",soukromé
9,1,82-51-H/05,Hlavní město Praha,Praha,2,14,6,Vlásenkář a maskér,Praha,31,12,8,3,9,7,1,0,600006531,2025,UVL,Gymn. bří Čapků a První české soukr. SOU,Divadelní a filmový maskér,soukromé
20,1,82-51-H/05,Hlavní město Praha,Praha,28,11,21,Vlásenkář a maskér,Praha,80,31,31,10,20,12,3,3,600005321,2025,UVL,Metropolitní odbor. umělec. SŠ,,soukromé
28,1,82-51-H/05,Hlavní město Praha,Praha,0,21,17,Vlásenkář a maskér,Praha,58,21,17,13,20,13,2,3,600006379,2025,UVL,SOŠ uměleckořemeslná s.r.o.,,soukromé
14,1,82-51-H/05,Jihomoravský,Brno,2,7,9,Vlásenkář a maskér,Brno-město,32,14,7,3,13,12,0,1,600013979,2024,UVL,"SŠ a VOŠ tradičních řemesel s.r.o., Střední 552, Brno","",soukromé
14,1,82-51-H/05,Jihomoravský,Brno,3,27,3,Vlásenkář a maskér,Brno-město,47,23,10,5,14,11,3,0,600013979,2025,UVL,SŠ a VOŠ tradičních řemesel s.r.o.,,soukromé
7,1,82-51-H/05,Královéhradecký,Hradec Králové,0,0,0,Vlásenkář a maskér,Hradec Králové,1,1,0,0,0,0,0,0,600011712,2024,UVL,"SŠ služeb, obchodu a gastronomie, Velká 3, Hradec Králové","",veřejné / státní
5,1,82-51-H/06,Hlavní město Praha,Praha,0,1,0,Umělecký štukatér,Praha,4,4,0,0,3,3,0,0,600006379,2024,UVL,"SOŠ uměleckořemeslná s.r.o., Podkovářská 797, Praha","",soukromé
5,1,82-51-H/06,Hlavní město Praha,Praha,0,0,1,Umělecký štukatér,Praha,3,2,0,0,2,2,0,0,600006379,2025,UVL,SOŠ uměleckořemeslná s.r.o.,,soukromé
3,1,82-51-H/07,Hlavní město Praha,Praha,0,0,1,Umělecký pozlacovač,Praha,1,0,1,0,0,0,0,0,600006379,2024,UVL,"SOŠ uměleckořemeslná s.r.o., Podkovářská 797, Praha","",soukromé
3,1,82-51-H/07,Hlavní město Praha,Praha,0,2,2,Umělecký pozlacovač,Praha,7,1,4,0,3,1,2,0,600006379,2025,UVL,SOŠ uměleckořemeslná s.r.o.,,soukromé
3,1,82-51-H/08,Hlavní město Praha,Praha,0,2,2,Umělecký sklenář,Praha,6,2,3,0,2,2,0,0,600006379,2024,UVL,"SOŠ uměleckořemeslná s.r.o., Podkovářská 797, Praha","",soukromé
3,1,82-51-H/08,Hlavní město Praha,Praha,1,0,2,Umělecký sklenář,Praha,6,3,2,0,3,2,1,0,600006379,2025,UVL,SOŠ uměleckořemeslná s.r.o.,,soukromé
7,1,82-51-H/09,Hlavní město Praha,Praha,0,2,0,Umělecký rytec,Praha,8,8,0,0,5,5,0,0,600170063,2024,UVL,"Střední odborná škola - COP a Gymnázium, Poděbradská 179, Praha","",veřejné / státní
4,1,82-51-H/09,Hlavní město Praha,Praha,0,2,0,Umělecký rytec,Praha,6,5,0,1,4,4,0,0,600006379,2025,UVL,SOŠ uměleckořemeslná s.r.o.,,soukromé
7,1,82-51-L/01,Hlavní město Praha,Praha,0,6,9,Uměleckořemeslné zpracování kovů,Praha,20,7,6,2,5,5,0,0,600005640,2024,UOS,"Střední škola a VOŠ umělecká a řemeslná, Nový Zlíchov 1063, Praha",Uměleckořemeslné zpracování kovů pro kovářské a zámečnické práce,veřejné / státní
7,1,82-51-L/01,Hlavní město Praha,Praha,0,4,12,Uměleckořemeslné zpracování kovů,Praha,20,6,6,1,4,3,1,0,600005640,2025,UOS,Střední škola a VOŠ umělecká a řemeslná,Uměleckořemeslné zpracování kovů pro kovářské a zámečnické práce,veřejné / státní
4,1,82-51-L/01,Kraj Vysočina,Světlá nad Sázavou,0,0,0,Uměleckořemeslné zpracování kovů,Havlíčkův Brod,3,2,1,0,3,2,1,0,600170730,2024,UOS,"Akademie Světlá nad Sázavou, střední škola a vyšší odborná škola, Sázavská 547, Světlá nad Sázavou",Práce kovářské a zámečnické,veřejné / státní
3,1,82-51-L/01,Kraj Vysočina,Světlá nad Sázavou,0,1,2,Uměleckořemeslné zpracování kovů,Havlíčkův Brod,4,1,2,0,1,1,0,0,600170730,2025,UOS,"Akademie Světlá n. S., SŠ a VOŠ",82-51-H/01 Umělecký kovář a zámečník,veřejné / státní
7,1,82-51-L/01,Kraj Vysočina,Třebíč,0,0,3,Uměleckořemeslné zpracování kovů,Třebíč,5,2,2,1,1,1,0,0,610250574,2024,UOS,"Střední průmyslová škola Třebíč, Manž. Curieových 734, Třebíč","doplňující obor umělecký kovář a zámečník, pasíř",veřejné / státní
7,1,82-51-L/01,Kraj Vysočina,Třebíč,0,0,0,Uměleckořemeslné zpracování kovů,Třebíč,3,3,0,0,3,3,0,0,610250574,2025,UOS,Střední průmyslová škola Třebíč,"doplňující obor 82-51-H/01 umělecký kovář a zámečník, pasíř",veřejné / státní
15,1,82-51-L/01,Olomoucký,Jeseník,0,0,1,Uměleckořemeslné zpracování kovů,Jeseník,1,0,0,1,0,0,0,0,600018318,2024,UOS,"SŠ gastronomie, farmářství a služeb, U Jatek 916, Jeseník","",veřejné / státní
12,1,82-51-L/01,Plzeňský,Oselce,0,0,1,Uměleckořemeslné zpracování kovů,Plzeň-jih,6,3,2,1,5,3,1,1,600009769,2024,UOS,"Střední škola a Základní škola, Oselce 1","",veřejné / státní
