Součet hodnot: Kapacita,Kolo,KKOV,Kraj,Město,Součet hodnot: Nepřijati - nedostačující kapacita,Součet hodnot: Nepřijati - nesplnění podmínek,Součet hodnot: Nepřijati - přijati na vyšší prioritu,Obor,Okres,Součet hodnot: Přihlášeni,Součet hodnot: Přihlášeni - priorita 1,Součet hodnot: Přihlášeni - priorita 2,Součet hodnot: Přihlášeni - priorita 3,Součet hodnot: Přijati,Součet hodnot: Přijati - priorita 1,Součet hodnot: Přijati - priorita 2,Součet hodnot: Přijati - priorita 3,Součet hodnot: REDIZO,Rok,SMO16,Škola,Zaměření,Zřizovatel
12,1,36-67-H/01,Jihočeský,Dačice,0,0,8,Zedník,Jindřichův Hradec,11,3,4,4,3,3,0,0,600008380,2025,UVL,SOU zemědělské a služeb,,veřejné / státní
30,1,36-67-H/01,Jihočeský,Jindřichův Hradec,0,0,9,Zedník,Jindřichův Hradec,18,9,5,4,9,9,0,0,600008274,2024,UVL,"SOŠ a SOU, Jáchymova 478, Jindřichův Hradec",Zedník,veřejné / státní
30,1,36-67-H/01,Jihočeský,Jindřichův Hradec,0,0,3,Zedník,Jindřichův Hradec,9,4,3,2,6,4,0,2,600008274,2025,UVL,SOŠ a SOU,,veřejné / státní
24,1,36-67-H/01,Jihočeský,Písek,0,0,20,Zedník,Písek,26,5,9,12,6,5,0,1,600008592,2024,UVL,"SOŠ a SOU, Písek, Komenského 86, Komenského 86, Písek","",veřejné / státní
24,1,36-67-H/01,Jihočeský,Písek,0,0,11,Zedník,Písek,21,7,7,7,10,7,2,1,600008592,2025,UVL,"SOŠ a SOU, Písek, Komenského 86",,veřejné / státní
24,1,36-67-H/01,Jihočeský,Strakonice,0,0,14,Zedník,Strakonice,26,10,7,9,12,10,2,0,691003807,2024,UVL,"VOŠ, SPŠ a SOŠ řemesel a služeb, Zvolenská 934, Strakonice","",veřejné / státní
15,1,36-67-H/01,Jihočeský,Strakonice,0,0,13,Zedník,Strakonice,19,6,5,8,6,6,0,0,691003807,2025,UVL,"VOŠ, SPŠ a SOŠ řemesel a služeb",,veřejné / státní
12,1,36-67-H/01,Jihočeský,Tábor,0,0,4,Zedník,Tábor,9,5,1,3,5,5,0,0,600008797,2024,UVL,"SPŠ strojní a stavební, Komenského 1670, Tábor","",veřejné / státní
12,1,36-67-H/01,Jihočeský,Tábor,0,0,9,Zedník,Tábor,13,2,1,10,4,2,0,2,600008797,2025,UVL,SPŠ strojní a stavební,,veřejné / státní
24,1,36-67-H/01,Jihočeský,Vimperk,0,0,5,Zedník,Prachatice,7,1,3,3,2,1,1,0,600008681,2024,UVL,"Střední škola a Základní škola, Nerudova 267, Vimperk","",veřejné / státní
24,1,36-67-H/01,Jihočeský,Vimperk,0,1,10,Zedník,Prachatice,13,2,5,6,2,1,1,0,600008681,2025,UVL,Střední škola a Základní škola,,veřejné / státní
48,1,36-67-H/01,Jihomoravský,Brno,0,0,14,Zedník,Brno-město,24,10,5,9,10,10,0,0,600013847,2024,UVL,"SŠ stavebních řemesel, Pražská 636, Brno","",veřejné / státní
10,1,36-67-H/01,Jihomoravský,Brno,0,0,3,Zedník,Brno-město,9,6,1,2,6,6,0,0,600013847,2024,UVL,"SŠ stavebních řemesel, Pražská 636, Brno",zkrácené studium,veřejné / státní
24,1,36-67-H/01,Jihomoravský,Brno,0,0,11,Zedník,Brno-město,33,17,10,6,21,17,3,1,600013821,2024,UVL,"Střední škola polytechnická, Jílová 164, Brno","",veřejné / státní
30,1,36-67-H/01,Jihomoravský,Brno,0,0,18,Zedník,Brno-město,35,12,10,13,17,12,2,3,600013847,2025,UVL,SŠ stavebních řemesel,,veřejné / státní
10,1,36-67-H/01,Jihomoravský,Brno,0,0,8,Zedník,Brno-město,13,4,3,6,5,4,1,0,600013847,2025,UVL,SŠ stavebních řemesel,Zkrácené studium - délka studium jeden rok,veřejné / státní
24,1,36-67-H/01,Jihomoravský,Brno,0,0,23,Zedník,Brno-město,46,17,18,11,23,17,4,2,600013821,2025,UVL,Střední škola polytechnická,,veřejné / státní
24,1,36-67-H/01,Jihomoravský,Hustopeče,0,0,5,Zedník,Břeclav,9,3,4,2,4,3,1,0,600014291,2024,UVL,"Střední škola polytechnická Hustopeče, Masarykovo nám. 136, Hustopeče","",veřejné / státní
24,1,36-67-H/01,Jihomoravský,Hustopeče,0,0,9,Zedník,Břeclav,13,3,2,8,4,3,0,1,600014291,2025,UVL,Střední škola polytechnická Hustopeče,,veřejné / státní
20,1,36-67-H/01,Jihomoravský,Kyjov,0,0,6,Zedník,Hodonín,15,8,3,4,9,8,1,0,600014649,2024,UVL,"Střední škola polytechnická Kyjov, Havlíčkova 1223, Kyjov","",veřejné / státní
20,1,36-67-H/01,Jihomoravský,Kyjov,0,0,9,Zedník,Hodonín,12,3,3,6,3,3,0,0,600014649,2025,UVL,Střední škola polytechnická Kyjov,,veřejné / státní
18,1,36-67-H/01,Jihomoravský,Letovice,0,0,16,Zedník,Blansko,26,8,6,12,10,8,1,1,600013359,2024,UVL,"Masarykova střední škola, Tyršova 500, Letovice","",veřejné / státní
18,1,36-67-H/01,Jihomoravský,Letovice,0,0,13,Zedník,Blansko,22,8,7,7,9,8,1,0,600013359,2025,UVL,Masarykova střední škola,,veřejné / státní
12,1,36-67-H/01,Jihomoravský,Vyškov,0,0,12,Zedník,Vyškov,15,3,2,10,3,3,0,0,600015670,2024,UVL,"SŠ polytechnická Vyškov, Sochorova 552, Vyškov","",veřejné / státní
12,1,36-67-H/01,Jihomoravský,Vyškov,0,0,15,Zedník,Vyškov,20,5,5,10,5,5,0,0,600015670,2025,UVL,SŠ polytechnická Vyškov,,veřejné / státní
24,1,36-67-H/01,Jihomoravský,Znojmo,0,0,14,Zedník,Znojmo,23,9,4,10,9,9,0,0,600015718,2024,UVL,"Střední škola technická Znojmo, Uhelná 3264, Znojmo","",veřejné / státní
24,1,36-67-H/01,Jihomoravský,Znojmo,0,1,11,Zedník,Znojmo,18,7,6,5,6,6,0,0,600015718,2025,UVL,Střední škola technická Znojmo,,veřejné / státní
30,1,36-67-H/01,Karlovarský,Karlovy Vary,0,7,13,Zedník,Karlovy Vary,31,11,8,12,11,8,3,0,600009319,2024,UVL,"Střední odborná škola stavební K. Vary, nám. K. Sabiny 159, Karlovy Vary","",veřejné / státní
30,1,36-67-H/01,Karlovarský,Karlovy Vary,0,5,16,Zedník,Karlovy Vary,35,7,19,9,14,7,6,1,600009319,2025,UVL,Střední odborná škola stavební K. Vary,,veřejné / státní
12,1,36-67-H/01,Kraj Vysočina,Havlíčkův Brod,0,0,15,Zedník,Havlíčkův Brod,21,6,7,8,5,5,0,0,600011551,2024,UVL,"SPŠ stavební akademika St. Bechyně, Jihlavská 628, Havlíčkův Brod","",veřejné / státní
12,1,36-67-H/01,Kraj Vysočina,Havlíčkův Brod,0,0,17,Zedník,Havlíčkův Brod,22,4,6,12,5,4,1,0,600011551,2025,UVL,SPŠ stavební akademika St. Bechyně,,veřejné / státní
22,1,36-67-H/01,Kraj Vysočina,Jihlava,0,0,17,Zedník,Jihlava,27,9,5,13,10,9,1,0,600171116,2024,UVL,"Střední škola stavební, Žižkova 1939, Jihlava","",veřejné / státní
22,1,36-67-H/01,Kraj Vysočina,Jihlava,0,0,22,Zedník,Jihlava,29,5,11,13,7,5,1,1,600171116,2025,UVL,Střední škola stavební,,veřejné / státní
10,1,36-67-H/01,Kraj Vysočina,Nové Město na Moravě,0,0,3,Zedník,Žďár nad Sázavou,8,5,3,0,5,5,0,0,610250523,2024,UVL,"Střední odborná škola, Bělisko 295, Nové Město na Moravě","",veřejné / státní
10,1,36-67-H/01,Kraj Vysočina,Nové Město na Moravě,0,0,9,Zedník,Žďár nad Sázavou,11,0,4,7,2,0,1,1,610250523,2025,UVL,Střední odborná škola,,veřejné / státní
24,1,36-67-H/01,Kraj Vysočina,Třebíč,0,0,11,Zedník,Třebíč,16,5,4,7,5,5,0,0,600015441,2024,UVL,"Střední škola stavební Třebíč, Kubišova 1214, Třebíč","",veřejné / státní
24,1,36-67-H/01,Kraj Vysočina,Třebíč,0,0,9,Zedník,Třebíč,23,10,6,7,14,10,2,2,600015441,2025,UVL,Střední škola stavební Třebíč,,veřejné / státní
12,1,36-67-H/01,Královéhradecký,Hradec Králové,0,5,12,Zedník,Hradec Králové,26,6,10,10,9,6,1,2,600170764,2024,UVL,"SOŠ a SOU, Vocelova 1338, Hradec Králové","",veřejné / státní
12,1,36-67-H/01,Královéhradecký,Hradec Králové,0,3,9,Zedník,Hradec Králové,17,4,4,9,5,3,1,1,600170764,2025,UVL,SOŠ a SOU,,veřejné / státní
10,1,36-67-H/01,Královéhradecký,Náchod,0,0,16,Zedník,Náchod,23,5,9,9,7,5,2,0,691012415,2024,UVL,"SPŠ stav. a OA arch. J. Letzela, Náchod, Pražská 931, Náchod","",veřejné / státní
10,1,36-67-H/01,Královéhradecký,Náchod,0,0,19,Zedník,Náchod,26,6,8,12,7,6,1,0,691012415,2025,UVL,"SPŠ stav. a OA arch. J. Letzela, Náchod",,veřejné / státní
24,1,36-67-H/01,Královéhradecký,Trutnov,0,7,8,Zedník,Trutnov,16,2,6,8,1,0,1,0,691012440,2024,UVL,"SŠ hotelnictví, řemesel a gastronomie, Volanovská 243, Trutnov","",veřejné / státní
12,1,36-67-H/01,Královéhradecký,Trutnov,0,2,6,Zedník,Trutnov,20,9,4,7,12,8,2,2,691012440,2025,UVL,"SŠ hotelnictví, řemesel a gastronomie",,veřejné / státní
8,1,36-67-H/01,Liberecký,Frýdlant,0,1,3,Zedník,Liberec,4,0,2,2,0,0,0,0,600010678,2025,UVL,"SŠ hospod.a les.,příspěvková organizace",,veřejné / státní
30,1,36-67-H/01,Liberecký,Liberec,0,5,19,Zedník,Liberec,36,15,10,11,12,12,0,0,600170608,2024,UVL,"SŠ stroj.stav.a dopr., příspěvková org., Ještědská 358, Liberec","",veřejné / státní
30,1,36-67-H/01,Liberecký,Liberec,0,7,18,Zedník,Liberec,37,11,5,21,12,9,2,1,600170608,2025,UVL,"SŠ stroj.stav.a dopr., příspěvková org.",,veřejné / státní
12,1,36-67-H/01,Liberecký,Semily,0,0,7,Zedník,Semily,17,6,6,5,10,6,3,1,600170896,2024,UVL,"Střední škola, Semily, přísp. organizace, 28. října 607, Semily",Zedník,veřejné / státní
12,1,36-67-H/01,Liberecký,Semily,0,0,12,Zedník,Semily,23,8,5,10,11,8,2,1,600170896,2025,UVL,"Střední škola, Semily, přísp. organizace",,veřejné / státní
12,1,36-67-H/01,Moravskoslezský,Bruntál,0,0,5,Zedník,Bruntál,12,7,1,4,7,7,0,0,600016226,2024,UVL,"Střední odborná škola, Krnovská 998, Bruntál","",veřejné / státní
12,1,36-67-H/01,Moravskoslezský,Bruntál,0,0,3,Zedník,Bruntál,12,5,4,3,9,5,4,0,600016226,2025,UVL,Střední odborná škola,,veřejné / státní
12,1,36-67-H/01,Moravskoslezský,Frýdek-Místek,0,0,10,Zedník,Frýdek-Místek,19,5,6,8,9,5,1,3,600016307,2024,UVL,"Střední škola řemesel, Pionýrů 2069, Frýdek-Místek","",veřejné / státní
12,1,36-67-H/01,Moravskoslezský,Frýdek-Místek,0,0,0,Zedník,Frýdek-Místek,4,4,0,0,4,4,0,0,600016307,2024,UVL,"Střední škola řemesel, Pionýrů 2069, Frýdek-Místek",(zkrácené studium),veřejné / státní
12,1,36-67-H/01,Moravskoslezský,Frýdek-Místek,0,0,8,Zedník,Frýdek-Místek,16,7,2,7,8,7,1,0,600016307,2025,UVL,Střední škola řemesel,,veřejné / státní
12,1,36-67-H/01,Moravskoslezský,Frýdek-Místek,0,0,2,Zedník,Frýdek-Místek,7,3,3,1,5,3,2,0,600016307,2025,UVL,Střední škola řemesel,jednoleté studium,veřejné / státní
18,1,36-67-H/01,Moravskoslezský,Havířov,0,0,16,Zedník,Karviná,23,6,12,5,7,6,1,0,600171205,2024,UVL,"SŠ technických oborů, Lidická 600, Havířov",Zedník - Obkladač,veřejné / státní
18,1,36-67-H/01,Moravskoslezský,Havířov,0,0,30,Zedník,Karviná,47,11,15,21,17,11,4,2,600171205,2025,UVL,SŠ technických oborů,,veřejné / státní
12,1,36-67-H/01,Moravskoslezský,Nový Jičín,0,0,18,Zedník,Nový Jičín,25,5,8,12,7,5,1,1,600016846,2024,UVL,"Střední škola technická a zemědělská, U Jezu 7, Nový Jičín","",veřejné / státní
12,1,36-67-H/01,Moravskoslezský,Nový Jičín,0,0,17,Zedník,Nový Jičín,20,3,6,11,3,3,0,0,600016846,2025,UVL,Střední škola technická a zemědělská,,veřejné / státní
14,1,36-67-H/01,Moravskoslezský,Opava,0,0,18,Zedník,Opava,29,8,9,12,10,8,1,1,600017419,2024,UVL,"SOU stavební, Boženy Němcové 2309, Opava","",veřejné / státní
14,1,36-67-H/01,Moravskoslezský,Opava,11,0,15,Zedník,Opava,40,22,5,13,14,13,0,1,600017419,2025,UVL,SOU stavební,,veřejné / státní
24,1,36-67-H/01,Moravskoslezský,Ostrava,0,0,28,Zedník,Ostrava-město,49,16,16,16,21,16,3,2,600017702,2024,UVL,"SŠ stavební a dřevozpracující, U Studia 2654, Ostrava","",veřejné / státní
24,1,36-67-H/01,Moravskoslezský,Ostrava,0,0,9,Zedník,Ostrava-město,21,8,8,5,12,8,3,1,600017702,2024,UVL,"SŠ stavební a dřevozpracující, U Studia 2654, Ostrava",Obkladač,veřejné / státní
24,1,36-67-H/01,Moravskoslezský,Ostrava,0,0,27,Zedník,Ostrava-město,45,13,15,17,18,13,3,2,600017702,2025,UVL,SŠ stavební a dřevozpracující,,veřejné / státní
24,1,36-67-H/01,Moravskoslezský,Ostrava,0,0,19,Zedník,Ostrava-město,41,17,14,10,22,17,4,1,600017702,2025,UVL,SŠ stavební a dřevozpracující,Obkladač,veřejné / státní
33,1,36-67-H/01,Moravskoslezský,Petrovice u Karviné,0,0,6,Zedník,Karviná,13,7,2,4,6,6,0,0,1200033266,2024,UVL,"Střední odborné učiliště DAKOL, s.r.o., Petrovice u Karviné 570","",soukromé
15,1,36-67-H/01,Olomoucký,Jeseník,0,0,12,Zedník,Jeseník,16,4,3,9,4,4,0,0,600018334,2024,UVL,"Střední průmyslová škola Jeseník, Dukelská 1240, Jeseník","",veřejné / státní
15,1,36-67-H/01,Olomoucký,Jeseník,0,0,9,Zedník,Jeseník,15,6,3,6,6,6,0,0,600018334,2025,UVL,Střední průmyslová škola Jeseník,,veřejné / státní
15,1,36-67-H/01,Olomoucký,Olomouc,0,0,9,Zedník,Olomouc,14,2,5,7,5,2,2,1,600017095,2024,UVL,"Střední škola polytechnická, Rooseveltova 472, Olomouc","",veřejné / státní
14,1,36-67-H/01,Olomoucký,Olomouc,0,0,7,Zedník,Olomouc,12,4,4,4,5,4,1,0,600017095,2024,UVL,"Střední škola polytechnická, Rooseveltova 472, Olomouc",se zaměřením na obkladačské práce,veřejné / státní
15,1,36-67-H/01,Olomoucký,Olomouc,0,1,10,Zedník,Olomouc,18,6,6,6,7,6,1,0,600017095,2025,UVL,Střední škola polytechnická,,veřejné / státní
15,1,36-67-H/01,Olomoucký,Olomouc,0,0,10,Zedník,Olomouc,11,1,4,6,1,1,0,0,600017095,2025,UVL,Střední škola polytechnická,se zaměřením na obkladačské práce,veřejné / státní
12,1,36-67-H/01,Olomoucký,Prostějov,2,0,9,Zedník,Prostějov,23,9,2,12,12,8,0,4,600015165,2024,UVL,"Švehlova střední škola polytechnická, nám. Spojenců 2555, Prostějov","",veřejné / státní
12,1,36-67-H/01,Olomoucký,Prostějov,0,0,9,Zedník,Prostějov,17,7,4,6,8,7,1,0,600015165,2025,UVL,Švehlova střední škola polytechnická,,veřejné / státní
12,1,36-67-H/01,Olomoucký,Přerov,0,0,9,Zedník,Přerov,16,6,8,2,7,6,1,0,600171370,2024,UVL,"Střední škola technická, Kouřílkova 1028, Přerov",Zedník,veřejné / státní
9,1,36-67-H/01,Olomoucký,Přerov,0,0,10,Zedník,Přerov,18,6,4,8,8,6,1,1,600171370,2025,UVL,Střední škola technická,,veřejné / státní
15,1,36-67-H/01,Olomoucký,Šumperk,0,0,5,Zedník,Šumperk,12,6,2,4,7,6,1,0,600171388,2024,UVL,"Střední škola řemesel, Gen. Krátkého 1799, Šumperk","",veřejné / státní
15,1,36-67-H/01,Olomoucký,Šumperk,0,0,19,Zedník,Šumperk,24,4,10,10,5,4,1,0,600171388,2025,UVL,Střední škola řemesel,,veřejné / státní
12,1,36-67-H/01,Pardubický,Moravská Třebová,0,0,8,Zedník,Svitavy,8,0,3,5,0,0,0,0,600012816,2024,UVL,"Integrovaná střední škola, Brněnská 1405, Moravská Třebová",Zedník,veřejné / státní
12,1,36-67-H/01,Pardubický,Moravská Třebová,0,0,13,Zedník,Svitavy,17,3,9,5,4,3,1,0,600012816,2025,UVL,Integrovaná střední škola,,veřejné / státní
6,1,36-67-H/01,Pardubický,Pardubice,0,4,6,Zedník,Pardubice,12,2,2,8,2,0,0,2,600012379,2024,UVL,"SŠ řemesel a služeb Pardubice, s.r.o., Ke Kobelnici 110, Pardubice","",soukromé
5,1,36-67-H/01,Pardubický,Pardubice,0,10,2,Zedník,Pardubice,15,8,5,2,3,1,1,1,600012379,2025,UVL,"SŠ řemesel a služeb Pardubice, s.r.o.",,soukromé
12,1,36-67-H/01,Pardubický,Rybitví,2,2,16,Zedník,Pardubice,32,8,16,8,11,5,3,3,600170853,2024,UVL,"SPŠ stavební Pardubice, Sokolovská 150, Rybitví","Zedník, obkladač a sádrokartonář",veřejné / státní
12,1,36-67-H/01,Pardubický,Rybitví,10,0,14,Zedník,Pardubice,36,11,15,10,12,6,5,1,600170853,2025,UVL,SPŠ stavební Pardubice,"Zedník, obkladač a sádrokartonář 36-67-H/01",veřejné / státní
8,1,36-67-H/01,Pardubický,Vysoké Mýto,0,0,11,Zedník,Ústí nad Orlicí,12,1,6,5,1,1,0,0,600170977,2024,UVL,"Střední škola stavební Vysoké Mýto, Komenského 1, Vysoké Mýto","",veřejné / státní
8,1,36-67-H/01,Pardubický,Vysoké Mýto,0,0,10,Zedník,Ústí nad Orlicí,17,5,7,5,7,5,1,1,600170977,2025,UVL,Střední škola stavební Vysoké Mýto,,veřejné / státní
24,1,36-67-H/01,Plzeňský,Horšovský Týn,0,0,14,Zedník,Domažlice,23,6,4,13,9,6,1,2,600170454,2024,UVL,"SOŠ a SOU, Jana Littrowa 122, Horšovský Týn","",veřejné / státní
24,1,36-67-H/01,Plzeňský,Horšovský Týn,0,0,15,Zedník,Domažlice,25,8,3,14,10,8,1,1,600170454,2025,UVL,SOŠ a SOU,,veřejné / státní
48,1,36-67-H/01,Plzeňský,Plzeň,0,0,19,Zedník,Plzeň-město,30,7,10,13,11,7,2,2,600009718,2024,UVL,"Střední odborné učiliště stavební, Borská 2718, Plzeň","",veřejné / státní
12,1,36-67-H/01,Plzeňský,Plzeň,0,0,17,Zedník,Plzeň-město,23,4,8,11,6,4,1,1,600009718,2024,UVL,"Střední odborné učiliště stavební, Borská 2718, Plzeň",Obkladač,veřejné / státní
36,1,36-67-H/01,Plzeňský,Plzeň,10,0,24,Zedník,Plzeň-město,70,28,10,32,36,22,6,8,600009718,2025,UVL,Střední odborné učiliště stavební,,veřejné / státní
12,1,36-67-H/01,Plzeňský,Plzeň,0,0,8,Zedník,Plzeň-město,12,3,3,6,4,3,0,1,600009718,2025,UVL,Střední odborné učiliště stavební,Obkladač,veřejné / státní
12,1,36-67-H/01,Plzeňský,Sušice,0,0,12,Zedník,Klatovy,14,2,6,6,2,2,0,0,600009416,2025,UVL,Střední odborná škola a SOU,,veřejné / státní
12,1,36-67-H/01,Plzeňský,Tachov,0,0,3,Zedník,Tachov,5,2,1,2,2,2,0,0,600170535,2024,UVL,"Střední průmyslová škola, Tachov 1","",veřejné / státní
12,1,36-67-H/01,Plzeňský,Tachov,0,0,3,Zedník,Tachov,3,0,1,2,0,0,0,0,600170535,2025,UVL,Střední průmyslová škola,,veřejné / státní
24,1,36-67-H/01,Středočeský,Benešov,0,1,10,Zedník,Benešov,25,11,3,11,13,10,1,2,600006735,2024,UVL,"Střední odborné učiliště stavební, Jana Nohy 1302, Benešov",Zedník,veřejné / státní
24,1,36-67-H/01,Středočeský,Benešov,0,0,18,Zedník,Benešov,33,10,10,13,15,10,4,1,600006735,2025,UVL,Střední odborné učiliště stavební,Zedník,veřejné / státní
24,1,36-67-H/01,Středočeský,Kolín,0,3,18,Zedník,Kolín,27,7,11,9,6,4,2,0,600170136,2024,UVL,"SOŠ stavební a SOU stavební, Pražská 112, Kolín","",veřejné / státní
14,1,36-67-H/01,Středočeský,Kolín,3,0,13,Zedník,Kolín,30,8,10,12,14,8,2,4,600170136,2025,UVL,SOŠ stavební a SOU stavební,,veřejné / státní
14,1,36-67-H/01,Středočeský,Kutná Hora,0,6,9,Zedník,Kutná Hora,21,2,11,8,6,2,1,3,600007294,2024,UVL,"SOŠ a SOU řemesel, Čáslavská 202, Kutná Hora","",veřejné / státní
14,1,36-67-H/01,Středočeský,Kutná Hora,1,1,4,Zedník,Kutná Hora,20,13,1,6,14,13,1,0,600007294,2025,UVL,SOŠ a SOU řemesel,,veřejné / státní
12,1,36-67-H/01,Středočeský,Mladá Boleslav,1,12,8,Zedník,Mladá Boleslav,33,11,9,13,12,7,3,2,610451049,2024,UVL,"SOŠ a SOU, Jičínská 762, Mladá Boleslav","",veřejné / státní
12,1,36-67-H/01,Středočeský,Mladá Boleslav,0,4,6,Zedník,Mladá Boleslav,19,6,7,6,9,4,2,3,610451049,2025,UVL,SOŠ a SOU,,veřejné / státní
12,1,36-67-H/01,Středočeský,Neratovice,0,7,4,Zedník,Mělník,12,2,4,6,1,0,0,1,610450620,2024,UVL,"SOŠ a SOU, Školní 664, Neratovice","",veřejné / státní
12,1,36-67-H/01,Středočeský,Neratovice,0,4,8,Zedník,Mělník,15,1,4,10,3,1,1,1,610450620,2025,UVL,SOŠ a SOU,,veřejné / státní
6,1,36-67-H/01,Středočeský,Obořiště,0,0,3,Zedník,Příbram,8,5,1,2,5,5,0,0,600027970,2024,UVL,"VÚ, SŠ a ŠJ, Obořiště 1","",veřejné / státní
3,1,36-67-H/01,Středočeský,Obořiště,0,0,1,Zedník,Příbram,2,1,0,1,1,1,0,0,600027970,2025,UVL,"VÚ, SŠ a ŠJ",,veřejné / státní
12,1,36-67-H/01,Středočeský,Rakovník,0,0,13,Zedník,Rakovník,24,9,3,12,11,9,0,2,600170250,2024,UVL,"Integrovaná střední škola, Lubenská 2309, Rakovník",Zedník,veřejné / státní
10,1,36-67-H/01,Středočeský,Rakovník,0,0,11,Zedník,Rakovník,18,6,5,7,7,6,1,0,600170241,2025,UVL,Střední průmyslová škola Emila Kolbena,Zedník,veřejné / státní
11,1,36-67-H/01,Ústecký,Chomutov,0,0,8,Zedník,Chomutov,10,2,2,6,2,2,0,0,600170586,2024,UVL,"SOŠ energetická a stavební, OA a SZŠ, Na Průhoně 4800, Chomutov","",veřejné / státní
11,1,36-67-H/01,Ústecký,Chomutov,0,0,14,Zedník,Chomutov,19,4,7,8,5,4,1,0,600170586,2025,UVL,"SOŠ energetická a stavební, OA a SZŠ",,veřejné / státní
24,1,36-67-H/01,Ústecký,Litoměřice,0,0,11,Zedník,Litoměřice,13,1,6,6,2,1,1,0,600010759,2024,UVL,"SŠ pedagogická, hotelnictví a služeb, Komenského 754, Litoměřice","",veřejné / státní
24,1,36-67-H/01,Ústecký,Litoměřice,0,1,6,Zedník,Litoměřice,9,1,3,5,2,1,1,0,600010759,2025,UVL,"SŠ pedagogická, hotelnictví a služeb",,veřejné / státní
24,1,36-67-H/01,Ústecký,Louny,0,0,7,Zedník,Louny,8,1,4,3,1,1,0,0,600170632,2024,UVL,"OA a SOŠ generála Františka Fajtla, Osvoboditelů 380, Louny","",veřejné / státní
24,1,36-67-H/01,Ústecký,Louny,0,0,16,Zedník,Louny,25,9,9,7,9,9,0,0,600170632,2025,UVL,OA a SOŠ generála Františka Fajtla,,veřejné / státní
30,1,36-67-H/01,Ústecký,Most,0,3,7,Zedník,Most,18,8,3,7,8,6,0,2,600170641,2024,UVL,"Střední škola technická, Dělnická 21, Most","",veřejné / státní
30,1,36-67-H/01,Ústecký,Most,0,4,26,Zedník,Most,34,3,12,19,4,2,1,1,600170641,2025,UVL,Střední škola technická,,veřejné / státní
30,1,36-67-H/01,Ústecký,Roudnice nad Labem,0,0,7,Zedník,Litoměřice,11,4,2,5,4,4,0,0,610150375,2024,UVL,"SOŠ a SOU, Neklanova 1806, Roudnice nad Labem","",veřejné / státní
30,1,36-67-H/01,Ústecký,Roudnice nad Labem,0,0,5,Zedník,Litoměřice,14,6,3,5,9,6,2,1,610150375,2025,UVL,SOŠ a SOU,,veřejné / státní
30,1,36-67-H/01,Ústecký,Teplice,0,0,16,Zedník,Teplice,29,9,6,14,13,9,2,2,600011283,2024,UVL,"Střední škola stavební a strojní, Fráni Šrámka 1350, Teplice","",veřejné / státní
16,1,36-67-H/01,Ústecký,Teplice,0,0,13,Zedník,Teplice,23,9,6,8,10,9,0,1,600011283,2025,UVL,Střední škola stavební a strojní,,veřejné / státní
24,1,36-67-H/01,Ústecký,Ústí nad Labem,0,0,18,Zedník,Ústí nad Labem,31,13,9,9,13,13,0,0,600170691,2024,UVL,"SPŠ stavební a SOŠ stavební a technická, Čelakovského 250, Ústí nad Labem","Zedník, obkladač",veřejné / státní
24,1,36-67-H/01,Ústecký,Ústí nad Labem,3,0,15,Zedník,Ústí nad Labem,42,20,16,6,24,17,6,1,600170691,2025,UVL,SPŠ stavební a SOŠ stavební a technická,"Zedník, obkladač",veřejné / státní
12,1,36-67-H/01,Zlínský,Uherský Brod,0,0,10,Zedník,Uherské Hradiště,17,5,2,10,7,5,1,1,600015483,2024,UVL,"Střední odborné učiliště Uherský Brod, Svat. Čecha 1110, Uherský Brod","",veřejné / státní
12,1,36-67-H/01,Zlínský,Uherský Brod,1,0,19,Zedník,Uherské Hradiště,32,12,4,15,12,12,0,0,600015483,2025,UVL,Střední odborné učiliště Uherský Brod,,veřejné / státní
8,1,36-67-H/01,Zlínský,Valašské Klobouky,0,0,4,Zedník,Zlín,6,2,2,2,2,2,0,0,600014517,2024,UVL,"Střední odborné učiliště, Brumovská 456, Valašské Klobouky","",veřejné / státní
6,1,36-67-H/01,Zlínský,Valašské Klobouky,0,0,2,Zedník,Zlín,4,2,1,1,2,2,0,0,600014517,2025,UVL,Střední odborné učiliště,,veřejné / státní
12,1,36-67-H/01,Zlínský,Valašské Meziříčí,0,0,11,Zedník,Vsetín,19,4,4,11,8,4,3,1,600018164,2024,UVL,"Střední průmyslová škola stavební, Máchova 628, Valašské Meziříčí",Zedník a obkladač,veřejné / státní
12,1,36-67-H/01,Zlínský,Valašské Meziříčí,0,0,16,Zedník,Vsetín,21,5,7,9,5,5,0,0,600018164,2025,UVL,Střední průmyslová škola stavební,,veřejné / státní
12,1,36-67-H/01,Zlínský,Vsetín,0,0,14,Zedník,Vsetín,16,2,9,5,2,2,0,0,600018253,2024,UVL,"SOŠ Josefa Sousedíka Vsetín, Benátky 1779, Vsetín","",veřejné / státní
12,1,36-67-H/01,Zlínský,Vsetín,0,0,13,Zedník,Vsetín,25,9,7,9,12,9,1,2,600018253,2025,UVL,SOŠ Josefa Sousedíka Vsetín,,veřejné / státní
4,1,36-67-H/02,Hlavní město Praha,Praha,1,0,2,Kamnář,Praha,7,2,3,2,4,2,2,0,600006280,2024,UVL,"Střední odborná škola Jarov, Učňovská 100, Praha",Kamnář,veřejné / státní
4,1,36-67-H/02,Hlavní město Praha,Praha,0,0,6,Kamnář,Praha,8,1,2,4,2,1,1,0,600006280,2025,UVL,Střední odborná škola Jarov,Kamnář,veřejné / státní
